"Variable.Name","Variable.Description","Data.File.Name","Data.File.Description","Begin.Year","EndYear","Component","Use.Constraints"
"LBXGLT","Two hour oral glucose tolerance (OGTT) (mg/dL)","OGTT_D","Oral Glucose Tolerance Test",2005,2006,"Laboratory","None"
"LBDGLTSI","Two Hour Glucose(OGTT) (mmol/L)","OGTT_D","Oral Glucose Tolerance Test",2005,2006,"Laboratory","None"
"PHAFSTHR","Total length of 'food fast', hours","OGTT_D","Oral Glucose Tolerance Test",2005,2006,"Laboratory","None"
"PHAFSTMN","Total length of 'food fast', minutes","OGTT_D","Oral Glucose Tolerance Test",2005,2006,"Laboratory","None"
"SEQN","Respondent sequence number.","OGTT_E","Oral Glucose Tolerance Test",2007,2008,"Laboratory","None"
"WTSOG2YR","OGTT Subsample 2 Year MEC Weight","OGTT_E","Oral Glucose Tolerance Test",2007,2008,"Laboratory","None"
"GTDSCMMN","Glucose challenge Administer Time in minutes","OGTT_E","Oral Glucose Tolerance Test",2007,2008,"Laboratory","None"
"GTDDR1MN","Time from fast glucose & challenge (min)","OGTT_E","Oral Glucose Tolerance Test",2007,2008,"Laboratory","None"
"GTDBL2MN","Time from fasting glucose & OGTT (min)","OGTT_E","Oral Glucose Tolerance Test",2007,2008,"Laboratory","None"
"GTDDR2MN","Time from glucose challenge & OGTT(min)","OGTT_E","Oral Glucose Tolerance Test",2007,2008,"Laboratory","None"
"GTXDRANK","Amount of glucose challenge drank","OGTT_E","Oral Glucose Tolerance Test",2007,2008,"Laboratory","None"
"PHAFSTHR","The time (in hours) between when the examinee last ate or drank anything other than water and the time of the venipuncture.","OGTT_E","Oral Glucose Tolerance Test",2007,2008,"Laboratory","None"
"PHAFSTMN","The time (in minutes) between when the examinee last ate or drank anything other than water and the time of the venipuncture.","OGTT_E","Oral Glucose Tolerance Test",2007,2008,"Laboratory","None"
"GTDCODE","Incomplete OGTT Comment Code","OGTT_E","Oral Glucose Tolerance Test",2007,2008,"Laboratory","None"
"LBXGLT","Two Hour Glucose(OGTT) (mg/dL)","OGTT_E","Oral Glucose Tolerance Test",2007,2008,"Laboratory","None"
"LBDGLTSI","Two Hour Glucose(OGTT) (mmol/L)","OGTT_E","Oral Glucose Tolerance Test",2007,2008,"Laboratory","None"
"SEQN","Respondent sequence number.","OGTT_F","Oral Glucose Tolerance Test",2009,2010,"Laboratory","None"
"WTSOG2YR","OGTT Subsample 2 Year MEC Weight","OGTT_F","Oral Glucose Tolerance Test",2009,2010,"Laboratory","None"
"GTDSCMMN","Glucose challenge Administer Time in minutes","OGTT_F","Oral Glucose Tolerance Test",2009,2010,"Laboratory","None"
"GTDDR1MN","Time from fast glucose & challenge(min)","OGTT_F","Oral Glucose Tolerance Test",2009,2010,"Laboratory","None"
"GTDBL2MN","Time from fasting glucose & OGTT (min)","OGTT_F","Oral Glucose Tolerance Test",2009,2010,"Laboratory","None"
"GTDDR2MN","Time from glucose challenge & OGTT(min)","OGTT_F","Oral Glucose Tolerance Test",2009,2010,"Laboratory","None"
"GTXDRANK","Amount of glucose challenge drank","OGTT_F","Oral Glucose Tolerance Test",2009,2010,"Laboratory","None"
"PHAFSTHR","Total length of 'food fast', hours","OGTT_F","Oral Glucose Tolerance Test",2009,2010,"Laboratory","None"
"PHAFSTMN","Total length of 'food fast', minutes","OGTT_F","Oral Glucose Tolerance Test",2009,2010,"Laboratory","None"
"GTDCODE","Incomplete OGTT Comment Code","OGTT_F","Oral Glucose Tolerance Test",2009,2010,"Laboratory","None"
"LBXGLT","Two Hour Glucose(OGTT) (mg/dL)","OGTT_F","Oral Glucose Tolerance Test",2009,2010,"Laboratory","None"
"LBDGLTSI","Two Hour Glucose(OGTT) (mmol/L)","OGTT_F","Oral Glucose Tolerance Test",2009,2010,"Laboratory","None"
"SEQN","Respondent sequence number.","OGTT_G","Oral Glucose Tolerance Test",2011,2012,"Laboratory","None"
"WTSOG2YR","OGTT Subsample 2 Year MEC Weight","OGTT_G","Oral Glucose Tolerance Test",2011,2012,"Laboratory","None"
"GTDSCMMN","Glucose challenge Administer Time in minutes","OGTT_G","Oral Glucose Tolerance Test",2011,2012,"Laboratory","None"
"GTDDR1MN","Time from fast glucose & challenge(min)","OGTT_G","Oral Glucose Tolerance Test",2011,2012,"Laboratory","None"
"GTDBL2MN","Time from fasting glucose & OGTT (min)","OGTT_G","Oral Glucose Tolerance Test",2011,2012,"Laboratory","None"
"GTDDR2MN","Time from glucose challenge & OGTT(min)","OGTT_G","Oral Glucose Tolerance Test",2011,2012,"Laboratory","None"
"GTXDRANK","Amount of glucose challenge drank","OGTT_G","Oral Glucose Tolerance Test",2011,2012,"Laboratory","None"
"PHAFSTHR","Total length of 'food fast', hours","OGTT_G","Oral Glucose Tolerance Test",2011,2012,"Laboratory","None"
"PHAFSTMN","Total length of 'food fast', minutes","OGTT_G","Oral Glucose Tolerance Test",2011,2012,"Laboratory","None"
"GTDCODE","Incomplete OGTT Comment Code","OGTT_G","Oral Glucose Tolerance Test",2011,2012,"Laboratory","None"
"LBXGLT","Two Hour Glucose(OGTT) (mg/dL)","OGTT_G","Oral Glucose Tolerance Test",2011,2012,"Laboratory","None"
"LBDGLTSI","Two Hour Glucose(OGTT) (mmol/L)","OGTT_G","Oral Glucose Tolerance Test",2011,2012,"Laboratory","None"
"SEQN","Respondent sequence number","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"WTSC2YR","Two-year MEC weights of subsample C","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"URXOP1","Dimethylphosphate (ug/L)","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"URDOP1LC","Dimethylphosphate comment code","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"URXOP2","Diethylphosphate (ug/L)","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"URDOP2LC","Diethylphosphate comment code","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"URXOP3","Dimethylthiophosphate (ug/L)","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"URDOP3LC","Dimethylthiophosphate comment code","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"URXOP4","Diethylthiophosphate (ug/L)","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"URDOP4LC","Diethylthiophosphate comment code","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"URXOP5","Dimethyldithiophosphate (ug/L)","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"URDOP5LC","Dimethyldithiophosphate comment code","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"URXOP6","Diethyldithiophosphate (ug/L)","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"URDOP6LC","Diethyldithiophosphate comment code","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"URXUCR","Creatinine, urine (mg/dL)","L26OPD_C","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2003,2004,"Laboratory","None"
"SEQN","Respondent sequence number.","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"WTSC2YR","Environmental C 2 year weights","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"URXOP1","Dimethylphosphate result (ug/L)","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"URDOP1LC","Dimethylphosphate comment code","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"URXOP2","Diethylphosphate (ug/L)","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"URDOP2LC","Diethylphosphate comment code","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"URXOP3","Dimethylthiophosphate (ug/L)","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"URDOP3LC","Dimethylthiophosphate comment code","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"URXOP4","Diethylthiophosphate (ug/L)","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"URDOP4LC","Diethylthiophosphate comment code","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"URXOP5","Dimethyldithiophosphate (ug/L)","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"URDOP5LC","Dimethyldithiophosphate comment code","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"URXOP6","Diethyldithiophosphate (ug/L)","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"URDOP6LC","Diethyldithiophosphate comment code","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"URXUCR","Urinary creatinine","OPD_D","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2005,2006,"Laboratory","None"
"SEQN","Respondent sequence number.","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"WTSC2YR","Environmental C 2 year weights","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"URXOP1","Dimethylphosphate (ug/L)","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"URDOP1LC","Dimethylphosphate comment code","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"URXOP2","Diethylphosphate (ug/L)","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"URDOP2LC","Diethylphosphate comment code","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"URXOP3","Dimethylthiophosphate (ug/L)","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"URDOP3LC","Dimethylthiophosphate comment code","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"URXOP4","Diethylthiophosphate (ug/L)","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"URDOP4LC","Diethylthiophosphate comment code","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"URXOP5","Dimethyldithiophosphate (ug/L)","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"URDOP5LC","Dimethyldithiophosphate comment code","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"URXOP6","Diethyldithiophosphate (ug/L)","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"URDOP6LC","Diethyldithiophosphate comment code","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"URXUCR","Urinary creatinine","OPD_E","Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine",2007,2008,"Laboratory","None"
"SEQN","Respondent sequence number.","PTH_D","Parathyroid Hormone",2005,2006,"Laboratory","None"
"LBXPT21","Parathyroid Hormone(Elecys method) pg/mL","PTH_D","Parathyroid Hormone",2005,2006,"Laboratory","None"
"SEQN","Respondent sequence number.","L04PER_C","Perchlorate - Urine",2003,2004,"Laboratory","None"
"WTSC2YR","Environmental C 2 year weights","L04PER_C","Perchlorate - Urine",2003,2004,"Laboratory","None"
"URXUP8","Urinary Perchlorate","L04PER_C","Perchlorate - Urine",2003,2004,"Laboratory","None"
"URXUCR","Creatinine, urine (mg/dL)","L04PER_C","Perchlorate - Urine",2003,2004,"Laboratory","None"
"SEQN","Respondent sequence number.","WPIN_D","Perchlorate, Nitrate & Iodide - Tap Water",2005,2006,"Laboratory","None"
"WTSPC2YR","Two-year MEC weights of water perchlorate","WPIN_D","Perchlorate, Nitrate & Iodide - Tap Water",2005,2006,"Laboratory","None"
"LBXWIO","Iodide, water (ng/mL)","WPIN_D","Perchlorate, Nitrate & Iodide - Tap Water",2005,2006,"Laboratory","None"
"LBDWIOLC","Iodide, water comment code","WPIN_D","Perchlorate, Nitrate & Iodide - Tap Water",2005,2006,"Laboratory","None"
"LBXWNO","Nitrate, water (ng/mL)","WPIN_D","Perchlorate, Nitrate & Iodide - Tap Water",2005,2006,"Laboratory","None"
"LBDWNOLC","Nitrate, water comment code","WPIN_D","Perchlorate, Nitrate & Iodide - Tap Water",2005,2006,"Laboratory","None"
"LBXWP8","Perchlorate, water (ng/mL)","WPIN_D","Perchlorate, Nitrate & Iodide - Tap Water",2005,2006,"Laboratory","None"
"LBDWP8LC","Perchlorate, water comment code","WPIN_D","Perchlorate, Nitrate & Iodide - Tap Water",2005,2006,"Laboratory","None"
"SEQN","Respondent sequence number.","PERNT_D","Perchlorate, Nitrate & Thiocyanate - Urine",2005,2006,"Laboratory","None"
"URXUP8","Urinary perchlorate (ng/mL)","PERNT_D","Perchlorate, Nitrate & Thiocyanate - Urine",2005,2006,"Laboratory","None"
"URDUP8LC","Urinary perchlorate comment code","PERNT_D","Perchlorate, Nitrate & Thiocyanate - Urine",2005,2006,"Laboratory","None"
"URXNO3","Urinary nitrate (ng/mL)","PERNT_D","Perchlorate, Nitrate & Thiocyanate - Urine",2005,2006,"Laboratory","None"
"URDNO3LC","Urinary nitrate comment code","PERNT_D","Perchlorate, Nitrate & Thiocyanate - Urine",2005,2006,"Laboratory","None"
"URXSCN","Urinary thiocyanate (ng/mL)","PERNT_D","Perchlorate, Nitrate & Thiocyanate - Urine",2005,2006,"Laboratory","None"
"URDSCNLC","Urinary thiocyanate comment code","PERNT_D","Perchlorate, Nitrate & Thiocyanate - Urine",2005,2006,"Laboratory","None"
"URXUCR","Urinary creatinine (mg/dL)","PERNT_D","Perchlorate, Nitrate & Thiocyanate - Urine",2005,2006,"Laboratory","None"
"SEQN","Respondent sequence number.","PERNT_E","Perchlorate, Nitrate & Thiocyanate - Urine",2007,2008,"Laboratory","None"
"URXUP8","Urinary perchlorate (ng/mL)","PERNT_E","Perchlorate, Nitrate & Thiocyanate - Urine",2007,2008,"Laboratory","None"
"URDUP8LC","Urinary Perchlorate comment code","PERNT_E","Perchlorate, Nitrate & Thiocyanate - Urine",2007,2008,"Laboratory","None"
"URXNO3","Urinary nitrate (ng/mL)","PERNT_E","Perchlorate, Nitrate & Thiocyanate - Urine",2007,2008,"Laboratory","None"
"URDNO3LC","Urinary nitrate comment code","PERNT_E","Perchlorate, Nitrate & Thiocyanate - Urine",2007,2008,"Laboratory","None"
"URXSCN","Urinary thiocyanate (ng/mL)","PERNT_E","Perchlorate, Nitrate & Thiocyanate - Urine",2007,2008,"Laboratory","None"
"URDSCNLC","Urinary thiocyanate comment code","PERNT_E","Perchlorate, Nitrate & Thiocyanate - Urine",2007,2008,"Laboratory","None"
"URXUCR","Urinary creatinine (mg/dL)","PERNT_E","Perchlorate, Nitrate & Thiocyanate - Urine",2007,2008,"Laboratory","None"
"SEQN","Respondent sequence number.","PERNT_F","Perchlorate, Nitrate & Thiocyanate - Urine",2009,2010,"Laboratory","None"
"WTSA2YR","Environmental A 2 year weights","PERNT_F","Perchlorate, Nitrate & Thiocyanate - Urine",2009,2010,"Laboratory","None"
"URXUP8","Urinary perchlorate (ng/mL)","PERNT_F","Perchlorate, Nitrate & Thiocyanate - Urine",2009,2010,"Laboratory","None"
"URDUP8LC","Urinary Perchlorate comment code","PERNT_F","Perchlorate, Nitrate & Thiocyanate - Urine",2009,2010,"Laboratory","None"
"URXNO3","Urinary nitrate (ng/mL)","PERNT_F","Perchlorate, Nitrate & Thiocyanate - Urine",2009,2010,"Laboratory","None"
"URDNO3LC","Urinary nitrate comment code","PERNT_F","Perchlorate, Nitrate & Thiocyanate - Urine",2009,2010,"Laboratory","None"
"URXSCN","Urinary thiocyanate (ng/mL)","PERNT_F","Perchlorate, Nitrate & Thiocyanate - Urine",2009,2010,"Laboratory","None"
"URDSCNLC","Urinary thiocyanate comment code","PERNT_F","Perchlorate, Nitrate & Thiocyanate - Urine",2009,2010,"Laboratory","None"
"URXUCR","Urinary creatinine (mg/dL)","PERNT_F","Perchlorate, Nitrate & Thiocyanate - Urine",2009,2010,"Laboratory","None"
"SEQN","Respondent sequence number.","PERNT_G","Perchlorate, Nitrate & Thiocyanate - Urine",2011,2012,"Laboratory","None"
"WTSA2YR","Subsample A weights","PERNT_G","Perchlorate, Nitrate & Thiocyanate - Urine",2011,2012,"Laboratory","None"
"URXUP8","Urinary perchlorate (ng/mL)","PERNT_G","Perchlorate, Nitrate & Thiocyanate - Urine",2011,2012,"Laboratory","None"
"URDUP8LC","Urinary Perchlorate comment code","PERNT_G","Perchlorate, Nitrate & Thiocyanate - Urine",2011,2012,"Laboratory","None"
"URXNO3","Urinary nitrate (ng/mL)","PERNT_G","Perchlorate, Nitrate & Thiocyanate - Urine",2011,2012,"Laboratory","None"
"URDNO3LC","Urinary nitrate comment code","PERNT_G","Perchlorate, Nitrate & Thiocyanate - Urine",2011,2012,"Laboratory","None"
"URXSCN","Urinary thiocyanate (ng/mL)","PERNT_G","Perchlorate, Nitrate & Thiocyanate - Urine",2011,2012,"Laboratory","None"
"URDSCNLC","Urinary thiocyanate comment code","PERNT_G","Perchlorate, Nitrate & Thiocyanate - Urine",2011,2012,"Laboratory","None"
"URXUCR","Urinary creatinine (mg/dL)","PERNT_G","Perchlorate, Nitrate & Thiocyanate - Urine",2011,2012,"Laboratory","None"
"SEQN","Respondent sequence number.","PERNTS_G","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample",2011,2012,"Laboratory","None"
"WTFSM","Two year smoking weights","PERNTS_G","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample",2011,2012,"Laboratory","None"
"URXUP8","Urinary perchlorate (ng/mL)","PERNTS_G","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample",2011,2012,"Laboratory","None"
"URDUP8LC","Urinary Perchlorate comment code","PERNTS_G","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample",2011,2012,"Laboratory","None"
"URXNO3","Urinary nitrate (ng/mL)","PERNTS_G","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample",2011,2012,"Laboratory","None"
"URDNO3LC","Urinary nitrate comment code","PERNTS_G","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample",2011,2012,"Laboratory","None"
"URXSCN","Urinary thiocyanate (ng/mL)","PERNTS_G","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample",2011,2012,"Laboratory","None"
"URDSCNLC","Urinary thiocyanate comment code","PERNTS_G","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample",2011,2012,"Laboratory","None"
"URXUCR","Urinary creatinine (mg/dL)","PERNTS_G","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample",2011,2012,"Laboratory","None"
"SEQN","Respondent sequence number.","SSNO3P_B","Perchlorate, Nitrate & Thiocyanate - Urine (Surplus)",2001,2002,"Laboratory","None"
"SSXNO3","Continuous variable describing urinary concentration of nitrate (NO3) (ug/L). Limit of detection: 700 ug/L.","SSNO3P_B","Perchlorate, Nitrate & Thiocyanate - Urine (Surplus)",2001,2002,"Laboratory","None"
"SSXSCN","Continuous variable describing urinary concentration of  Thiocyanate (SCN) (ug/L). Limit of detection: 20 ug/L.","SSNO3P_B","Perchlorate, Nitrate & Thiocyanate - Urine (Surplus)",2001,2002,"Laboratory","None"
"SSXUP8","Urinary Perchlorate (ug/L)","SSNO3P_B","Perchlorate, Nitrate & Thiocyanate - Urine (Surplus)",2001,2002,"Laboratory","None"
"URXUCR","Creatinine, urine (mg/dL)","SSNO3P_B","Perchlorate, Nitrate & Thiocyanate - Urine (Surplus)",2001,2002,"Laboratory","None"
"WTUIO2YR","Subsample 2 year Mec Weight","SSNO3P_B","Perchlorate, Nitrate & Thiocyanate - Urine (Surplus)",2001,2002,"Laboratory","None"
"SEQN","Respondent sequence number.","SSPFC_A","Perfluoroaokyl Chemicals - Serum (Surplus)",1999,2000,"Laboratory","None"
"SEPAHLC","Surplus sera EPAH comment code","SSPFC_A","Perfluoroaokyl Chemicals - Serum (Surplus)",1999,2000,"Laboratory","None"
"SEPAH","Surplus sera 2-(N-ethyl-perfluorooctane sulfonamido) acetate (EPAH) result (ng/ml)","SSPFC_A","Perfluoroaokyl Chemicals - Serum (Surplus)",1999,2000,"Laboratory","None"
